game_id,season,week,temp,wind,calendar_week,focus_team,focus_score,focus_temp_delta,avg_temp,attempts,carries,passing_epa,rushing_epa,conventional_plays_ran,pass_to_run_ratio
2015_03_ATL_DAL,2015,3,70.0,0.0,39,DAL,28,0.0,70.0,26,21,1.5961680916079786,3.571723205066519,47,1.2380952380952381
2015_03_TB_HOU,2015,3,70.0,0.0,39,HOU,19,0.0,70.0,39,46,1.452218355791445,-3.8645255000241026,85,0.8478260869565217
2015_03_SD_MIN,2015,3,75.0,12.0,39,MIN,31,5.0,70.0,24,31,-4.470252582191072,3.5506044041831046,55,0.7741935483870968
2015_03_JAX_NE,2015,3,68.0,6.0,39,NE,51,7.627959183673461,60.37204081632654,42,32,22.569321487134232,7.638381222699536,74,1.3125
2015_03_PHI_NYJ,2015,3,66.0,7.0,39,NYJ,17,1.462857142857132,64.53714285714287,58,16,-13.068547989893332,-1.439522345957812,74,3.625
2015_03_PIT_STL,2015,3,70.0,0.0,39,STL,6,,,29,18,-9.765317176495945,-3.826852541210683,47,1.6111111111111112
2015_03_IND_TEN,2015,3,74.0,3.0,39,TEN,33,6.342857142857142,67.65714285714286,44,27,0.3293511312210451,-2.5471129288946464,71,1.6296296296296295
2015_03_SF_ARI,2015,3,70.0,0.0,39,ARI,47,0.0,70.0,32,37,11.283154850730167,4.985959128767718,69,0.8648648648648649
2015_03_BUF_MIA,2015,3,87.0,6.0,39,MIA,14,5.086593406593408,81.91340659340659,49,20,-14.823756370853399,3.787362145172665,69,2.45
2015_03_CHI_SEA,2015,3,60.0,5.0,39,SEA,26,0.1925714285714193,59.80742857142858,30,29,5.618908554921814,-3.123044359532364,59,1.0344827586206897
2015_03_DEN_DET,2015,3,70.0,0.0,39,DET,12,0.0,70.0,45,19,-8.9686561615963,-5.7308869144325145,64,2.3684210526315788
2015_03_KC_GB,2015,3,67.0,5.0,39,GB,38,7.734285714285711,59.26571428571429,35,32,15.959324082183995,-2.694345537631307,67,1.09375
2015_04_BAL_PIT,2015,4,63.0,8.0,40,PIT,20,3.337362637362638,59.66263736263736,26,33,-15.8462855339287,1.3597931744557639,59,0.7878787878787878
2015_04_NYJ_MIA,2015,4,59.0,5.0,40,MIA,14,-22.207252747252753,81.20725274725275,44,11,-20.567841845098883,0.762399104423821,55,4.0
2015_04_HOU_ATL,2015,4,70.0,0.0,40,ATL,48,0.0,70.0,27,35,9.647396840737201,1.202673613894265,62,0.7714285714285715
2015_04_NYG_BUF,2015,4,60.0,8.0,40,BUF,10,-0.4745454545454564,60.474545454545456,42,24,-3.402928738007711,-8.464053104922641,66,1.75
2015_04_OAK_CHI,2015,4,55.0,12.0,40,CHI,22,-8.250571428571433,63.25057142857143,43,29,12.332626492570853,-16.70026752892423,72,1.4827586206896552
2015_04_KC_CIN,2015,4,68.0,5.0,40,CIN,36,5.595428571428577,62.40457142857142,24,26,19.288322313400183,5.439228508665226,50,0.9230769230769231
2015_04_CAR_TB,2015,4,74.0,5.0,40,TB,23,-2.026285714285706,76.0262857142857,43,30,-14.984496594505686,0.9714809927972965,73,1.4333333333333333
2015_04_PHI_WAS,2015,4,58.0,13.0,40,WAS,23,-5.92171428571428,63.92171428571428,46,32,11.463392088434654,-3.671644083031927,78,1.4375
2015_04_CLE_SD,2015,4,68.0,11.0,40,SD,30,,,38,21,13.02401966962217,-2.8939385316334665,59,1.8095238095238095
2015_04_STL_ARI,2015,4,70.0,0.0,40,ARI,22,0.0,70.0,46,21,4.632366202703269,0.16752334004155633,67,2.1904761904761907
2015_04_MIN_DEN,2015,4,61.0,9.0,40,DEN,23,1.142857142857153,59.85714285714285,27,24,-1.969247671199682,-0.14514319726731628,51,1.125
2015_04_GB_SF,2015,4,74.0,5.0,40,SF,3,4.136703296703288,69.86329670329671,25,19,-8.092073730650231,-4.802831227600109,44,1.3157894736842106
2015_04_DAL_NO,2015,4,70.0,0.0,40,NO,26,0.0,70.0,41,25,8.83407713519274,-1.2371525153452185,66,1.64
2015_04_DET_SEA,2015,4,74.0,8.0,40,SEA,13,16.00285714285714,57.99714285714286,26,31,-2.584515562364885,-8.243641794659197,57,0.8387096774193549
2015_05_IND_HOU,2015,5,70.0,0.0,41,HOU,20,0.0,70.0,41,28,14.59454560997512,-7.097148754372029,69,1.4642857142857142
2015_05_WAS_ATL,2015,5,70.0,0.0,41,ATL,25,0.0,70.0,42,32,-8.854907397346633,7.312295095267473,74,1.3125
2015_05_CLE_BAL,2015,5,65.0,2.0,41,BAL,30,3.6893877551020324,61.31061224489797,35,31,1.6191420984042044,7.838939370849403,66,1.1290322580645162
2015_05_SEA_CIN,2015,5,66.0,3.0,41,CIN,27,5.316571428571429,60.68342857142857,44,31,7.210459285794059,-11.543013765163016,75,1.4193548387096775
